feature_1,feature_2,target
10.403909031368196,11.232363200149633,1
9.456686512400456,9.070787375349122,1
10.333310801965302,4.071419361529652,-1
10.229171726541221,10.387180635938842,1
9.805152097784894,2.4040211547737647,-1
11.839613400153642,15.471537437128823,1
10.423034409178687,3.107370454376282,-1
8.030214402617217,-3.9795928690769955,-1
9.972391956380514,2.1485338823531874,-1
14.08100026671362,15.335798471935869,-1
9.533337956208856,9.252692642866249,1
11.078386951191233,5.481633825848149,-1
9.874512181800917,10.425612660931556,1
8.27190807764493,0.8286678124691083,-1
11.99161159658219,4.292274557241333,-1
11.280279928658555,13.946404964508794,1
13.210151466009801,18.49048398710417,1
10.20512253671242,4.245496460449171,-1
13.289454051997886,9.799016218631959,-1
10.68812095493898,11.837171168987318,1
13.680904679320674,11.884657157149757,-1
11.231860630110653,2.406995465159995,-1
11.890184090842364,8.439562278332062,-1
10.607177062185436,7.105520476105531,-1
10.689240978418677,6.548128801405948,-1
9.579059919233744,1.5079715500866078,-1
8.97012587099046,0.25534574542803146,-1
12.042882543230416,7.332253058522706,-1
10.527420684614107,10.56211702691802,1
12.794668005687834,17.127668013778518,1
9.598087733040666,8.43227115091237,1
12.026418718452337,15.531943616210661,1
11.793945832249706,7.303086306307651,-1
10.058053919739617,10.631065859202122,1
11.249997199457876,14.188193081862329,1
9.412050757260568,9.094864856317542,1
11.560616695718684,7.814888234506432,-1
9.748447660611834,2.450527339048427,-1
11.459168128053523,6.45770183881571,-1
11.423610565923315,15.058892577962268,1
12.790239467307844,17.730525249148748,1
7.731546691064556,3.832540205351693,1
10.884766834957722,3.881817230469873,-1
8.530170547115878,0.6015283873366153,-1
10.393827419414194,2.777366154502946,-1
8.636201926807269,6.7112248649283135,1
8.710906741095812,6.813921985619064,1
10.591007090940582,3.323210310787889,-1
11.78907879213407,14.608312018889285,1
9.977048845554352,1.291934768631898,-1
11.076755121048782,13.891964733812298,1
7.840159986057748,4.744938206387617,1
10.231712432891383,2.859228677553329,-1
9.129347954967452,1.6543065671510835,-1
10.855297519321553,5.1333564895076895,-1
8.193008163677764,6.845974896224104,1
10.616455821493295,3.565811735128155,-1
9.254578917033818,0.791535945001316,-1
8.47972668121376,5.905217691482862,1
10.263827549926688,11.97493652551232,1
10.350120987422324,11.545393366104687,1
12.613770143846487,16.854847143750213,1
9.106345380173908,8.351651210692854,1
9.722171776883199,2.6548564511291994,-1
9.461932051294506,8.813571074170074,1
8.781101683953624,-2.111646498774398,-1
9.294257740130831,8.102717016864814,1
12.53949110695531,16.23114558146051,1
10.141249359273287,10.288631324576624,1
10.423176451713426,11.243107731699103,1
8.92952997165083,7.822205585638389,1
10.672199605562406,11.853602458248625,1
11.173681250800904,6.865714687699408,-1
8.26395250530459,-0.978843639776354,-1
8.31975459547123,5.399090289896073,1
10.301171476488499,2.9028323756083267,-1
7.806893952551554,4.68815766214329,1
8.46459405494835,-1.2543262890752,-1
9.423354098149508,3.219346099589302,-1
8.027041670905875,5.65526680612315,1
9.168406558329153,2.289047065180311,-1
11.249703589356814,13.126502585411732,1
9.396973945194098,8.061729372224175,1
12.350111024456183,17.440068366803455,1
12.358775857281675,15.971509989299296,1
10.690760279683236,3.4118826793815007,-1
10.54964519045421,3.8397927254372606,-1
10.176070435079792,1.8242560152463616,-1
10.593861845011087,11.935847159761309,1
8.759164952734537,7.053273850914992,1
8.53153135596617,-1.5109252976552856,-1
11.497811799356445,5.243195284471104,-1
9.337105893238839,8.458919786597649,1
10.841737784411533,12.130704671241759,1
10.958447896850542,13.21279539675204,1
11.69440786193498,5.945893370866801,-1
9.077249693292043,8.615161311277522,1
12.450989904526416,9.579712138285332,-1
10.758125753744952,11.662903664269715,1
10.391287082255161,4.260448691537533,-1
7.106744866349165,-2.8654533253073193,-1
9.783584870309449,9.378041685584778,1
11.542409036183443,14.006049321390066,1
11.846453994191737,7.784688804809924,-1
11.086773220463844,5.874588178165799,-1
11.355488686647726,7.365267885872363,-1
11.110524908587994,1.3250672882269257,-1
11.161229554996805,13.093882017464235,1
12.885744372391972,10.541663663108572,-1
11.124264859039851,13.84497208933835,1
9.15335859712753,-0.9121119849258541,-1
9.505944932938915,-0.7775573825316116,-1
8.70966129941148,1.4370691945131764,-1
9.831099961603838,1.521442844672876,-1
9.605139748440653,9.106617822948847,1
9.3532208986712,8.330192789690852,1
10.444688412274438,2.635649388240884,-1
11.362890628403825,5.583903873489165,-1
10.572722305613574,11.911901709125086,1
10.214275610470951,10.598363373195433,1
10.626120611059822,12.025866145416723,1
11.843951157850814,15.653289571610326,1
12.964142567741892,8.944780535680714,-1
10.666958370124751,3.215917009814775,-1
9.36135504989047,2.210906669478291,-1
8.610367463784282,4.934556186373024,1
10.156455041929643,9.564523193098163,1
11.649519392808616,14.986765641443789,1
11.037085793559028,5.3572092236008775,-1
13.335766869465193,10.117082904044535,-1
13.037109112890224,18.012690204505216,1
12.727581673321277,11.514985436387,-1
8.807584817296222,0.5758536096599798,-1
9.170950166232176,7.666790945027462,1
8.472119634800325,-0.6310346608874955,-1
10.93010225523993,4.938420852082027,-1
13.246533439088438,11.273621302401843,-1
9.387550958037023,8.021002239549905,1
12.256411564946603,8.39342428956271,-1
10.55921294080984,4.133894532236653,-1
8.636424402267725,-0.4287045881565241,-1
8.149602771906254,-1.128534454091433,-1
11.929930911167911,14.651448145481613,1
9.7045039267505,1.2644687900969913,-1
11.07686463905004,2.2946325972135995,-1
12.729540777575444,11.381405698130152,-1
11.30494018756335,12.86406195138792,1
11.05798086993142,4.52103222151495,-1
11.348314488112015,13.535919604359467,1
12.990726334117461,9.990381058461466,-1
10.963152607667077,5.011922988858853,-1
9.734229786174586,9.099511292957795,1
9.576960093674245,-0.5735074124755908,-1
11.966879705096487,5.838020271774636,-1
8.650883094942992,1.134705599064894,-1
10.243965238024586,3.4365149375389805,-1
8.616693800320698,5.6507190930543985,1
10.503849421249976,11.796643593840763,1
10.909415712697845,6.2908362752173925,-1
10.936867631661945,5.438077471071779,-1
9.4273183957074,0.24533847596235514,-1
11.133564824511062,14.085502140798358,1
11.622685055295024,9.397472727534874,-1
10.39909769702847,11.76247010429656,1
11.243593843578356,6.569158239962292,-1
9.835182066226038,9.542277997297205,1
